1278123,"['Anzai, Takashi', 'Katayama, Takeshi', 'Kobayashi, Y\xc3\xb4ichi', 'Mikami, Rie', 'Miki, Kazushi', 'Murata, Ry\xc3\xb4', 'Saeki, Hiroyuki', 'Tai, Hisaaki']","['Imai, Yuji']",NA,NA
0466582,"['De Leo, Jess', 'Desmond, Steve', 'Ellison, David']","['Coleman, Jonathan', 'Oesch, Tom']",NA,NA
0488552,"['Siffredi, Rocco']",NA,NA,NA
0943232,"['Boje, Claus', 'Guderian, Franziska', 'Rohrbeck, Martin', 'Schmitt, Sonja', 'Wellershoff, Irene']","['Marsik, Jana']",NA,NA
0065870,"['Kwan, Chi-Kin', 'Wu, Yung Hua']",NA,NA,NA
1918883,"['Liu, Shujing', 'Zhen, Li']","['Yuan, Deqiang']",NA,NA
1188480,NA,NA,NA,NA
0415134,"['Davis, Wanton', 'Egle, Kevin', 'Myers, Tom', 'Smith, Christophe B.']",NA,NA,NA
1496059,NA,"['Zal\xc3\xa1nyi, Ferenc']",NA,NA
0892305,NA,NA,NA,NA
